epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1113.78,0.49867,0.37861,0.91462,0.96639,0.97605,0.97328,0.94302,0.31224,0.27018,0.82898,0.00120491,0.00120491,0.00120491
30,1152.24,0.49815,0.37694,0.91312,0.96571,0.97044,0.97125,0.93932,0.31829,0.27032,0.83216,0.0011884,0.0011884,0.0011884
31,1190.85,0.50227,0.37878,0.91816,0.96697,0.98455,0.9731,0.9366,0.3246,0.26533,0.82892,0.0011719,0.0011719,0.0011719
32,1229.15,0.49055,0.36999,0.91556,0.97333,0.98455,0.97387,0.94317,0.31454,0.26564,0.82713,0.0011554,0.0011554,0.0011554
33,1267.66,0.48295,0.36068,0.90716,0.96867,0.98302,0.97356,0.94105,0.31575,0.25789,0.82708,0.00113889,0.00113889,0.00113889
34,1306.16,0.47903,0.35075,0.90547,0.96508,0.98128,0.97406,0.94183,0.30977,0.26654,0.82957,0.00112239,0.00112239,0.00112239
35,1344.84,0.46629,0.34422,0.9016,0.96489,0.97945,0.97333,0.94512,0.31346,0.25168,0.82413,0.00110589,0.00110589,0.00110589
36,1378.51,0.47823,0.35755,0.9062,0.96996,0.98048,0.97469,0.94555,0.31173,0.25331,0.82882,0.00108938,0.00108938,0.00108938
37,1411.65,0.4677,0.34518,0.90505,0.97527,0.98619,0.97591,0.95336,0.29551,0.24239,0.82185,0.00107288,0.00107288,0.00107288
38,1444.92,0.46803,0.34414,0.89925,0.97273,0.98625,0.97557,0.95251,0.28353,0.24745,0.8228,0.00105638,0.00105638,0.00105638
39,1478.16,0.45267,0.3382,0.89101,0.97352,0.98625,0.97517,0.94837,0.2944,0.23817,0.82376,0.00103987,0.00103987,0.00103987
40,1511.33,0.45737,0.34118,0.89535,0.97299,0.98051,0.97694,0.95172,0.28663,0.24076,0.82109,0.00102337,0.00102337,0.00102337
41,1546.91,0.45814,0.33278,0.89708,0.97168,0.98285,0.97914,0.94953,0.30229,0.24325,0.82943,0.00100687,0.00100687,0.00100687
42,1585.49,0.45676,0.33645,0.89685,0.97375,0.98526,0.97861,0.95442,0.28525,0.24344,0.82271,0.000990365,0.000990365,0.000990365
43,1624.25,0.45121,0.33122,0.89481,0.97276,0.98451,0.97758,0.95489,0.29087,0.23518,0.82325,0.000973861,0.000973861,0.000973861
44,1662.97,0.45451,0.332,0.89752,0.97362,0.98455,0.97533,0.95178,0.29771,0.23359,0.8216,0.000957358,0.000957358,0.000957358
45,1701.5,0.44545,0.32153,0.89039,0.97325,0.98455,0.97745,0.95389,0.27338,0.23029,0.81536,0.000940855,0.000940855,0.000940855
46,1740.27,0.4407,0.31726,0.88655,0.97065,0.98625,0.97842,0.95324,0.29181,0.24163,0.82348,0.000924352,0.000924352,0.000924352
47,1778.81,0.43509,0.31453,0.8839,0.97293,0.97492,0.97685,0.95319,0.27986,0.23245,0.82386,0.000907848,0.000907848,0.000907848
48,1817.4,0.44035,0.32438,0.88996,0.97313,0.98625,0.97591,0.95253,0.28503,0.2324,0.81483,0.000891345,0.000891345,0.000891345
49,1855.99,0.43939,0.33519,0.8936,0.96997,0.97474,0.97635,0.94841,0.29433,0.24303,0.82265,0.000874842,0.000874842,0.000874842
50,1894.48,0.4328,0.31744,0.88945,0.97169,0.98077,0.97773,0.95289,0.28524,0.23108,0.81557,0.000858338,0.000858338,0.000858338
51,1933.13,0.42877,0.31638,0.88552,0.97275,0.98115,0.97587,0.95291,0.28801,0.22723,0.82867,0.000841835,0.000841835,0.000841835
52,1971.63,0.42486,0.31718,0.88332,0.97146,0.98455,0.97688,0.95543,0.27787,0.23089,0.81537,0.000825332,0.000825332,0.000825332
53,2010.36,0.43051,0.31726,0.88861,0.97392,0.9861,0.97285,0.95002,0.27798,0.22023,0.81975,0.000808828,0.000808828,0.000808828
54,2048.94,0.42614,0.30873,0.88637,0.97312,0.98455,0.9746,0.95299,0.27438,0.2287,0.81589,0.000792325,0.000792325,0.000792325
55,2087.46,0.42478,0.30588,0.87847,0.97368,0.98625,0.97548,0.95628,0.26955,0.22114,0.81493,0.000775822,0.000775822,0.000775822
56,2126.03,0.4167,0.29844,0.88033,0.97521,0.98583,0.97915,0.96162,0.2682,0.22064,0.81339,0.000759318,0.000759318,0.000759318
57,2164.68,0.42469,0.31041,0.88502,0.97563,0.9843,0.97738,0.95827,0.26875,0.22061,0.81647,0.000742815,0.000742815,0.000742815
58,2203.27,0.41338,0.30322,0.87567,0.97294,0.98455,0.976,0.95452,0.27649,0.22015,0.81412,0.000726312,0.000726312,0.000726312
59,2241.87,0.4123,0.30313,0.88302,0.96833,0.98455,0.976,0.95619,0.26671,0.22091,0.81803,0.000709809,0.000709809,0.000709809
60,2280.36,0.41163,0.30069,0.87718,0.97163,0.98594,0.97461,0.95153,0.27351,0.21939,0.81781,0.000693305,0.000693305,0.000693305
61,2318.93,0.4047,0.29645,0.87733,0.97306,0.98285,0.97561,0.95424,0.27048,0.21589,0.81331,0.000676802,0.000676802,0.000676802
62,2357.64,0.40851,0.29889,0.87949,0.97321,0.98455,0.97744,0.96066,0.25874,0.22064,0.81512,0.000660299,0.000660299,0.000660299
63,2396.12,0.40007,0.28991,0.87665,0.97534,0.98384,0.97798,0.95644,0.26369,0.21365,0.81229,0.000643795,0.000643795,0.000643795
64,2434.65,0.40502,0.28884,0.87489,0.97191,0.98411,0.97394,0.95348,0.26454,0.21796,0.81373,0.000627292,0.000627292,0.000627292
65,2473.25,0.40746,0.29357,0.87837,0.97008,0.98625,0.9714,0.95051,0.25853,0.21605,0.81279,0.000610789,0.000610789,0.000610789
66,2511.85,0.40358,0.29099,0.87671,0.97217,0.9848,0.97523,0.95171,0.26612,0.22041,0.81391,0.000594286,0.000594286,0.000594286
