epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,3813.57,0.42772,0.29026,0.87211,0.98219,0.97171,0.98436,0.93577,0.28761,0.22467,0.81975,0.000438703,0.000438703,0.000438703
72,3866.68,0.4179,0.28634,0.86901,0.98406,0.97294,0.98267,0.93382,0.28375,0.21981,0.81945,0.000424556,0.000424556,0.000424556
73,3919.81,0.4167,0.28352,0.87061,0.98261,0.97185,0.9831,0.93633,0.28273,0.22224,0.82101,0.000410409,0.000410409,0.000410409
74,3972.64,0.41817,0.28634,0.86827,0.97926,0.98033,0.98446,0.93773,0.28136,0.21064,0.82166,0.000396262,0.000396262,0.000396262
75,4025.79,0.41125,0.282,0.86616,0.98341,0.97881,0.98583,0.93989,0.28333,0.20586,0.81963,0.000382115,0.000382115,0.000382115
76,4079.15,0.4147,0.27757,0.86994,0.98325,0.97692,0.98478,0.9369,0.28123,0.20948,0.81981,0.000367967,0.000367967,0.000367967
77,4132.36,0.41086,0.27863,0.86727,0.98606,0.97477,0.98717,0.93943,0.2834,0.20736,0.81985,0.00035382,0.00035382,0.00035382
78,4185.55,0.4073,0.27766,0.86507,0.98471,0.97528,0.98535,0.93851,0.27838,0.20646,0.81756,0.000339673,0.000339673,0.000339673
79,4239.83,0.40858,0.27751,0.86514,0.9841,0.97138,0.98747,0.94103,0.28319,0.21108,0.81929,0.000325526,0.000325526,0.000325526
80,4295.73,0.40722,0.27283,0.8674,0.98679,0.97443,0.98621,0.94047,0.27867,0.19746,0.81907,0.000311379,0.000311379,0.000311379
81,4349.32,0.4033,0.27164,0.86343,0.98442,0.97675,0.98549,0.93803,0.28251,0.20929,0.8203,0.000297232,0.000297232,0.000297232
82,4403.16,0.40393,0.27077,0.86709,0.98703,0.9732,0.98657,0.93784,0.28372,0.2042,0.82148,0.000283085,0.000283085,0.000283085
83,4459.29,0.40004,0.2673,0.86335,0.9808,0.98262,0.98507,0.93783,0.28131,0.20519,0.81967,0.000268938,0.000268938,0.000268938
84,4515.83,0.40074,0.27194,0.86453,0.9846,0.97904,0.98529,0.93733,0.2841,0.21529,0.82025,0.000254791,0.000254791,0.000254791
85,4569.53,0.39645,0.26629,0.86152,0.98301,0.98229,0.9847,0.93846,0.28064,0.20631,0.82098,0.000240644,0.000240644,0.000240644
86,4623.95,0.39676,0.26561,0.86187,0.98173,0.98305,0.98449,0.93913,0.27898,0.20212,0.8188,0.000226497,0.000226497,0.000226497
87,4678.13,0.39641,0.26836,0.86326,0.98465,0.97857,0.98413,0.93742,0.27906,0.20335,0.81869,0.000212349,0.000212349,0.000212349
88,4732.12,0.39533,0.26271,0.86247,0.97934,0.98268,0.98412,0.93809,0.27846,0.20034,0.81809,0.000198202,0.000198202,0.000198202
89,4785.87,0.39366,0.26415,0.85997,0.97707,0.98184,0.98476,0.93838,0.28001,0.20329,0.82023,0.000184055,0.000184055,0.000184055
90,4839.53,0.39295,0.26135,0.86273,0.98055,0.98087,0.9845,0.93893,0.27876,0.20411,0.81982,0.000169908,0.000169908,0.000169908
91,4917.43,0.31929,0.20265,0.81279,0.98196,0.97999,0.98368,0.93688,0.27942,0.20606,0.82038,0.000155761,0.000155761,0.000155761
92,4971.99,0.31456,0.19693,0.81363,0.98047,0.97926,0.98387,0.93594,0.27886,0.20774,0.82051,0.000141614,0.000141614,0.000141614
93,5027.65,0.31553,0.19757,0.81478,0.98022,0.98305,0.98414,0.93756,0.28082,0.20607,0.82198,0.000127467,0.000127467,0.000127467
94,5083.07,0.31113,0.19196,0.8114,0.98068,0.98173,0.98498,0.93791,0.28043,0.20659,0.82179,0.00011332,0.00011332,0.00011332
95,5137.5,0.30891,0.19469,0.81516,0.98173,0.98117,0.98517,0.93818,0.27922,0.20347,0.82134,9.91726e-05,9.91726e-05,9.91726e-05
96,5191.52,0.30657,0.19209,0.80944,0.98278,0.97922,0.98435,0.93737,0.2787,0.2081,0.82182,8.50255e-05,8.50255e-05,8.50255e-05
97,5244.69,0.30337,0.18869,0.81142,0.98187,0.98093,0.98402,0.93704,0.27888,0.20997,0.82228,7.08784e-05,7.08784e-05,7.08784e-05
98,5298.09,0.30266,0.18633,0.80824,0.98195,0.98024,0.98394,0.93806,0.27927,0.20864,0.82244,5.67313e-05,5.67313e-05,5.67313e-05
99,5351.58,0.30183,0.18716,0.81118,0.9843,0.97878,0.98349,0.93759,0.27841,0.20693,0.82194,4.25842e-05,4.25842e-05,4.25842e-05
100,5405.52,0.30133,0.18616,0.80907,0.98299,0.97822,0.98357,0.93828,0.27662,0.20667,0.82176,2.84371e-05,2.84371e-05,2.84371e-05
