epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,1143.4,0.63578,0.51293,0.97055,0.97116,0.97169,0.98259,0.89097,0.3827,0.30722,0.8528,0.00114606,0.00114606,0.00114606
22,1198.3,0.61764,0.50105,0.95848,0.97903,0.95906,0.98339,0.88747,0.39162,0.29998,0.8543,0.00113191,0.00113191,0.00113191
23,1251.47,0.61627,0.50556,0.95655,0.96965,0.97163,0.97812,0.88577,0.38872,0.30166,0.85047,0.00111776,0.00111776,0.00111776
24,1306.26,0.61416,0.49725,0.95645,0.96861,0.97079,0.97881,0.89888,0.36008,0.29893,0.84068,0.00110362,0.00110362,0.00110362
25,1361.4,0.60136,0.48373,0.95192,0.97458,0.97145,0.98222,0.89615,0.37368,0.2856,0.84155,0.00108947,0.00108947,0.00108947
26,1413.9,0.59666,0.48253,0.94742,0.97047,0.96884,0.98339,0.90154,0.36806,0.30054,0.84246,0.00107532,0.00107532,0.00107532
27,1467.9,0.59551,0.4797,0.9497,0.97866,0.9825,0.98464,0.90302,0.35686,0.27022,0.84054,0.00106118,0.00106118,0.00106118
28,1522.9,0.59446,0.47374,0.94991,0.97459,0.97533,0.98022,0.89342,0.37579,0.31392,0.8508,0.00104703,0.00104703,0.00104703
29,1577.68,0.59488,0.46449,0.94832,0.96856,0.978,0.978,0.89863,0.35685,0.29214,0.8403,0.00103288,0.00103288,0.00103288
30,1632.51,0.58243,0.45881,0.94088,0.96414,0.9781,0.97632,0.89918,0.35163,0.27989,0.83803,0.00101873,0.00101873,0.00101873
31,1687.27,0.57832,0.45966,0.94214,0.97355,0.97198,0.98166,0.89994,0.36276,0.28233,0.83959,0.00100459,0.00100459,0.00100459
32,1742.01,0.57212,0.44858,0.93875,0.97305,0.97912,0.97459,0.8944,0.34655,0.27853,0.8374,0.00099044,0.00099044,0.00099044
33,1796.86,0.57109,0.44838,0.94,0.98027,0.97119,0.98242,0.90687,0.3397,0.26605,0.83581,0.000976293,0.000976293,0.000976293
34,1852.09,0.5628,0.43918,0.93611,0.97079,0.9807,0.97655,0.90123,0.34812,0.27405,0.8377,0.000962146,0.000962146,0.000962146
35,1907.04,0.56167,0.44019,0.93414,0.96282,0.98165,0.9642,0.89292,0.34769,0.30014,0.83352,0.000947999,0.000947999,0.000947999
36,1961.8,0.56506,0.43431,0.93663,0.97565,0.97662,0.98088,0.90574,0.34485,0.26721,0.83888,0.000933851,0.000933851,0.000933851
37,2016.62,0.56548,0.434,0.93542,0.97652,0.97229,0.98273,0.91318,0.33695,0.26494,0.83616,0.000919704,0.000919704,0.000919704
38,2071.42,0.55299,0.429,0.93105,0.96591,0.98027,0.97394,0.91211,0.33257,0.26808,0.82754,0.000905557,0.000905557,0.000905557
39,2126.2,0.55259,0.42555,0.93407,0.97663,0.97169,0.98173,0.90975,0.33444,0.26963,0.83543,0.00089141,0.00089141,0.00089141
40,2180.89,0.54944,0.41848,0.92933,0.97981,0.97349,0.98684,0.91175,0.34878,0.25914,0.83153,0.000877263,0.000877263,0.000877263
41,2235.61,0.54433,0.41563,0.92785,0.97708,0.97753,0.98263,0.91598,0.327,0.2605,0.82925,0.000863116,0.000863116,0.000863116
42,2290.45,0.54296,0.4161,0.92695,0.97601,0.97931,0.98116,0.90637,0.3419,0.27513,0.84059,0.000848969,0.000848969,0.000848969
43,2345.42,0.53585,0.41351,0.92219,0.97941,0.9738,0.98479,0.9173,0.33778,0.25412,0.83451,0.000834822,0.000834822,0.000834822
44,2400.29,0.53493,0.40662,0.92211,0.98076,0.97115,0.98261,0.91929,0.32978,0.26242,0.82666,0.000820675,0.000820675,0.000820675
45,2455.32,0.54646,0.41284,0.9265,0.97215,0.98099,0.98293,0.9162,0.32202,0.26248,0.8253,0.000806528,0.000806528,0.000806528
46,2510.14,0.53779,0.40982,0.92301,0.98049,0.96639,0.98334,0.91885,0.32588,0.26162,0.8304,0.00079238,0.00079238,0.00079238
47,2563.5,0.52672,0.40129,0.9202,0.97396,0.97566,0.98244,0.92011,0.32395,0.25667,0.82809,0.000778233,0.000778233,0.000778233
48,2617.58,0.52493,0.39613,0.91563,0.97978,0.9774,0.98118,0.91792,0.31841,0.24442,0.8274,0.000764086,0.000764086,0.000764086
49,2670.36,0.52189,0.39182,0.91949,0.98312,0.97271,0.98414,0.92065,0.31736,0.24881,0.82294,0.000749939,0.000749939,0.000749939
50,2722.64,0.51777,0.38966,0.91388,0.98213,0.97873,0.98326,0.92103,0.31132,0.24024,0.82303,0.000735792,0.000735792,0.000735792
51,2775.01,0.52022,0.39005,0.913,0.98433,0.97272,0.98284,0.9196,0.31571,0.24762,0.8259,0.000721645,0.000721645,0.000721645
52,2827.21,0.5155,0.38603,0.91412,0.9838,0.97618,0.9807,0.919,0.32,0.26244,0.82347,0.000707498,0.000707498,0.000707498
53,2879.24,0.51888,0.38245,0.91415,0.98437,0.97728,0.98386,0.91859,0.31562,0.24234,0.82362,0.000693351,0.000693351,0.000693351
54,2931.32,0.50481,0.37853,0.90824,0.97174,0.97934,0.97797,0.91912,0.30469,0.25352,0.82372,0.000679204,0.000679204,0.000679204
55,2983.4,0.50826,0.37583,0.9067,0.97887,0.97873,0.98513,0.92318,0.30436,0.23822,0.82281,0.000665057,0.000665057,0.000665057
56,3035.6,0.50197,0.37358,0.90687,0.97591,0.97644,0.98325,0.92132,0.30792,0.24496,0.82573,0.000650909,0.000650909,0.000650909
57,3087.69,0.50616,0.37445,0.90801,0.97784,0.98089,0.9833,0.92227,0.30688,0.24232,0.82354,0.000636762,0.000636762,0.000636762
58,3139.86,0.50364,0.37078,0.90441,0.98375,0.97846,0.9834,0.92298,0.31522,0.24074,0.82604,0.000622615,0.000622615,0.000622615
59,3192.08,0.49795,0.3639,0.90409,0.97665,0.97794,0.98266,0.91829,0.30825,0.24718,0.82394,0.000608468,0.000608468,0.000608468
60,3244.26,0.4902,0.36258,0.90177,0.98256,0.9763,0.98457,0.91991,0.30665,0.24187,0.82384,0.000594321,0.000594321,0.000594321
61,3296.36,0.49014,0.35837,0.90294,0.98137,0.97654,0.98455,0.9239,0.30354,0.2382,0.82166,0.000580174,0.000580174,0.000580174
62,3348.59,0.48665,0.35343,0.89877,0.98129,0.97866,0.98126,0.92124,0.30458,0.23363,0.81996,0.000566027,0.000566027,0.000566027
63,3400.75,0.48217,0.35654,0.89802,0.98191,0.97886,0.98385,0.92399,0.30497,0.23085,0.82066,0.00055188,0.00055188,0.00055188
64,3453.21,0.48528,0.35167,0.89833,0.97876,0.98227,0.98428,0.92576,0.2971,0.23622,0.82044,0.000537733,0.000537733,0.000537733
65,3506.46,0.48476,0.34439,0.89987,0.98468,0.97263,0.98653,0.92752,0.30061,0.23285,0.82225,0.000523586,0.000523586,0.000523586
66,3561.82,0.47807,0.35178,0.89612,0.97968,0.97635,0.98412,0.92514,0.29715,0.23448,0.81788,0.000509438,0.000509438,0.000509438
67,3617.71,0.4692,0.34461,0.89419,0.97733,0.98077,0.97961,0.92112,0.29452,0.23645,0.82211,0.000495291,0.000495291,0.000495291
68,3676.81,0.47786,0.34543,0.89401,0.98073,0.98031,0.98194,0.92625,0.29581,0.22774,0.82016,0.000481144,0.000481144,0.000481144
69,3739.02,0.47112,0.33863,0.89229,0.97691,0.98215,0.98043,0.92523,0.29744,0.23396,0.81895,0.000466997,0.000466997,0.000466997
70,3797.56,0.4699,0.33875,0.88924,0.97848,0.98312,0.98241,0.92377,0.30102,0.22908,0.82332,0.00045285,0.00045285,0.00045285
71,3854.26,0.467,0.33461,0.89295,0.98506,0.98051,0.98352,0.92407,0.29516,0.22274,0.82302,0.000438703,0.000438703,0.000438703
72,3913.3,0.46583,0.33142,0.8933,0.97893,0.9784,0.98369,0.92479,0.2928,0.23301,0.82134,0.000424556,0.000424556,0.000424556
73,3967.4,0.46384,0.33175,0.88754,0.97772,0.97951,0.98203,0.92328,0.29954,0.2333,0.82193,0.000410409,0.000410409,0.000410409
74,4023.08,0.46587,0.3301,0.89202,0.98046,0.98132,0.98159,0.92405,0.29797,0.22977,0.822,0.000396262,0.000396262,0.000396262
75,4086.62,0.45472,0.3263,0.88561,0.97827,0.9816,0.98262,0.92521,0.29092,0.22737,0.82084,0.000382115,0.000382115,0.000382115
